drug_no,name,source_link,type
VD-16272-12,Pharmaton Fizzi,dav.gov.vn,drug
VD-21888-14,Pharmaton,dav.gov.vn,drug
VD-16072-11,pms-Probio,dav.gov.vn,drug
VD-16072-11,pms-Probio,dav.gov.vn,drug
"VD-23260-15, VD-23261-15",pms-Probio,dav.gov.vn,drug
"VD-23260-15, VD-23261-15",pms-Probio,dav.gov.vn,drug
VN-15416-12,pms-Probio,dav.gov.vn,drug
VN-15416-12,Hagin,dav.gov.vn,drug
VN-18827-15,Pharmaton,dav.gov.vn,drug
VD-21760-14,Cancetil Plus,dav.gov.vn,drug
VN-18965-15,Ery Children 250mg,dav.gov.vn,drug
"VN-2-225-14, VN-2-224-15",Exelon Patch,dav.gov.vn,drug
VN-18966-15,Neo-codion,dav.gov.vn,drug
VN-19174-15,Momate,dav.gov.vn,drug
VN-18601-15,Dasrocef 200,dav.gov.vn,drug
VN-18967-15,Neo-Tergynan,dav.gov.vn,drug
VN-18967-15,Neo-Tergynan,dav.gov.vn,drug
VN2-147-13,Zytiga (mẫu 6 trang),dav.gov.vn,drug
VN2-147-13,Zytiga (mẫu 1 trang),dav.gov.vn,drug
VN2-147-13,Zytiga (mẫu 2 trang),dav.gov.vn,drug
"VN-17539-13,VN2-240-14",Tasgina,dav.gov.vn,drug
"VN-17539-13,VN2-240-14",Tasgina,dav.gov.vn,drug
VN-14919-12,Tracutil,dav.gov.vn,drug
VN-11459-10,Aminoplasmal Hepa 10%,dav.gov.vn,drug
VN-18063-14,ESLONE Tab,dav.gov.vn,drug
VN-15117-12,GINAMIN,dav.gov.vn,drug
VN2-172-13,Alimta,dav.gov.vn,drug
VN-14220-11,Cottu-F syrup,dav.gov.vn,drug
VN2-172-13,Alimta,dav.gov.vn,drug
VN-16645-13,Atracurium - hameln,dav.gov.vn,drug
VN-10352-10,Fatig,dav.gov.vn,drug
QLSP-0794-14,ENTEROBELLA,dav.gov.vn,drug
QLSP-0795-14,ENTEROBELLA,dav.gov.vn,drug
"VN-18052-14,VN-18409-14",pms-Ursodiol C,dav.gov.vn,drug
VD-22058-14,Petrimet MR,dav.gov.vn,drug
VN-16852-13,Lucentis,dav.gov.vn,drug
VN-14213-11,Children s tylenol,dav.gov.vn,drug
VN-14213-11,Children s tylenol,dav.gov.vn,drug
VN-14213-11,Children s tylenol,dav.gov.vn,drug
VN-14213-11,Children s tylenol,dav.gov.vn,drug
VN-13851-11,Nurofen for children,dav.gov.vn,drug
VN-14213-11,Children s tylenol,dav.gov.vn,drug
VN-15978-12,Enat 400,dav.gov.vn,drug
VN-18563-14,Mercilon,dav.gov.vn,drug
VN2-60-13,Resolor,dav.gov.vn,drug
VN-14215-11,Motilium-M,dav.gov.vn,drug
VN-16130-13,Lipofundin MCT/LCT,dav.gov.vn,drug
VN-9460-10,Smecta,dav.gov.vn,drug
VN-9460-10,Smecta,dav.gov.vn,drug
VN-9688-10,Nifehexal LA,dav.gov.vn,drug
VN-9460-10,Smecta,dav.gov.vn,drug
VN-9710-10,Diphereline,dav.gov.vn,drug
VD-14320-11,Imedoxim,dav.gov.vn,drug
VN-18081-14,Estor,dav.gov.vn,drug
"VD-20773-14, VD-20774-14",Mizapenem,dav.gov.vn,drug
VN-18395-14,Calcium Sandoz 600+Vitamin D3,dav.gov.vn,drug
"VN-15727-12,VN-10754-10,VN-10755-10",Adalat LA,dav.gov.vn,drug
VN-18395-14,Calcium Sandoz 600+Vitamin D3,dav.gov.vn,drug
VN-18395-14,Calcium Sandoz 600+Vitamin D3,dav.gov.vn,drug
"VN-17834-14, VN-15719-12",Nexium,dav.gov.vn,drug
VN-18578-14,Strepsils Throat Iritation and Cough,dav.gov.vn,drug
"VS-4712-09, VS-4769-09",Povidine,dav.gov.vn,drug
"VN-11680-11,VN-11681-11",NEXIUM MUPS,dav.gov.vn,drug
VD-17830-12,Cholestin,dav.gov.vn,drug
VN-18374-14,"Meiunem 0,5g",dav.gov.vn,drug
VN-9865-10,Sunzobone (mẫu 2),dav.gov.vn,drug
VN-9865-10,Sunzobone (mẫu 1),dav.gov.vn,drug
VN-17790-14,Pantocid,dav.gov.vn,drug
QLSP-815-14,Botox,dav.gov.vn,drug
VN-17792-14,Pantocid IV,dav.gov.vn,drug
VN-16263-13,Ketosteril,dav.gov.vn,drug
VN-17735-14,Vastarel MR,dav.gov.vn,drug
QLSP-0807-14,Merika Fort,dav.gov.vn,drug
VD-21692-14,Ingaron 200 DST,dav.gov.vn,drug
QLSP-0808-14,Merika Probiotics,dav.gov.vn,drug
VD-19138-13,Osla,dav.gov.vn,drug
VN-15948-12,Clanzacr,dav.gov.vn,drug
"VN-11585-10, VN-11138-10",IVF-M,dav.gov.vn,drug
"VN-13747-11, VN-13746-11, VN-13745-11, VN-13744-11",Follitrope,dav.gov.vn,drug
VD-19138-13,Osla,dav.gov.vn,drug
VN-18396-14,Lamisil Cream,dav.gov.vn,drug
VN-15147-12,Progestogel,dav.gov.vn,drug
VN-18396-14,Lamisil Cream,dav.gov.vn,drug
VN-18396-14,Lamisil Cream,dav.gov.vn,drug
VN-18396-14,Lamisil Cream,dav.gov.vn,drug
VD-20151-13,Revmaton,dav.gov.vn,drug
QLSP-0677-13,INSUMAN BASAL,dav.gov.vn,drug
QLSP-0677-13,INSUMAN BASAL,dav.gov.vn,drug
QLSP-0682-13,INSUMAN RAPID,dav.gov.vn,drug
QLSP-0682-13,INSUMAN COMB 30,dav.gov.vn,drug
QLSP-0682-13,INSUMAN COMB 30,dav.gov.vn,drug
QLSP-0682-13,INSUMAN RAPID,dav.gov.vn,drug
VN-16059-12,Chemodox,dav.gov.vn,drug
VN-16059-12,Chemodox,dav.gov.vn,drug
VN-16908-13,Aztor 20,dav.gov.vn,drug
VN-13386-11,Amlosun,dav.gov.vn,drug
VN-16907-13,Aztor 20,dav.gov.vn,drug
VN-16907-13,Aztor,dav.gov.vn,drug
VN-16059-12,Chemodox,dav.gov.vn,drug
VN-14848-12,Sancit,dav.gov.vn,drug
VN-18229-14,Lanzaar,dav.gov.vn,drug
"VD-20448-14, VD-20449-14",Pms - Bactamox,dav.gov.vn,drug
VD-15832-11,BRAVINE INMED,dav.gov.vn,drug
VN-12515-11,Velcade,dav.gov.vn,drug
"VN-10550-10,VN-10556-10",Lovenox,dav.gov.vn,drug
"VN2-175-13, VN2-176-13",Gemita,dav.gov.vn,drug
"VN-18760-15, VN-18757-15, VN-18758-15",Seroquel XR,dav.gov.vn,drug
"VN-18760-15, VN-18757-15, VN-18758-15",Seroquel,dav.gov.vn,drug
"VN-18760-15, VN-18757-15, VN-18758-15",Seroquel,dav.gov.vn,drug
VD-22892-15,Calcium corbiere,dav.gov.vn,drug
VD-22892-15,Calcium corbiere,dav.gov.vn,drug
VD-22892-15,Calcium corbiere,dav.gov.vn,drug
VD-22892-15,Calcium corbiere,dav.gov.vn,drug
VD-18156-12,Aerius,dav.gov.vn,drug
VD-18156-12,Acemuc,dav.gov.vn,drug
GC-0136-11,Acemuc,dav.gov.vn,drug
"GC-0136-11, GC-0137-11",Acemuc,dav.gov.vn,drug
VD-23277-15,Phosphalugel,dav.gov.vn,drug
VD-20356-13,Phosphalugel,dav.gov.vn,drug
VD-20356-13,Phosphalugel,dav.gov.vn,drug
VD-20356-13,Phosphalugel,dav.gov.vn,drug
VD-16477-12,Fugacar,dav.gov.vn,drug
VD-21569-14,Fugacar,dav.gov.vn,drug
VD-21569-14,Fugacar,dav.gov.vn,drug
VD-21569-14,Fugacar,dav.gov.vn,drug
VD-21569-14,Fugacar,dav.gov.vn,drug
VD-14100-11,Fugacar,dav.gov.vn,drug
V287-H12-13,Ceelin,dav.gov.vn,drug
V287-H12-13,VG-5,dav.gov.vn,drug
V287-H12-13,VG-5,dav.gov.vn,drug
V268-H12-13,Osla,dav.gov.vn,drug
VD-24529-16,Thuốc ho Bảo Thanh,dav.gov.vn,drug
V268-H12-13,Bảo Phu Khang,dav.gov.vn,drug
VD-24529-16,Ameflu (mẫu 3),dav.gov.vn,drug
VD-24530-16,Ameflu (mẫu 2),dav.gov.vn,drug
VD-24530-16,Ameflu (mẫu 1),dav.gov.vn,drug
VD-20777-14,Canesten (mẫu 5),dav.gov.vn,drug
VD-20777-14,Canesten (mẫu 4),dav.gov.vn,drug
V8-H12-16,Canesten (mẫu 3),dav.gov.vn,drug
V8-H12-16,Canesten (mẫu 2),dav.gov.vn,drug
VD-24238-16,Canesten (mẫu 1),dav.gov.vn,drug
V2-H12-13,Smetstad,dav.gov.vn,drug
VD-22646-15,Almasane,dav.gov.vn,drug
QLĐB-131-09,Andol Fort,dav.gov.vn,drug
V833-H12-10,Bát trân hoàn OPC,dav.gov.vn,drug
VN-16233-13,Shipoong Rosiden (mẫu 2),dav.gov.vn,drug
VN-16233-13,Shipoong Rosiden (mẫu 1),dav.gov.vn,drug
V87-H12-13,Enterogermina,dav.gov.vn,drug
V87-H12-13,Nasomom trẻ em (mẫu 2),dav.gov.vn,drug
V87-H12-13,Nasomom trẻ em (mẫu 1),dav.gov.vn,drug
V595-H12-10,Forlax (mẫu 2),dav.gov.vn,drug
VD-22630-15,Forlax (mẫu 1),dav.gov.vn,drug
VD-22631-15,Forlax,dav.gov.vn,drug
VD-22631-15,Forlax,dav.gov.vn,drug
VD-22630-15,Forlax,dav.gov.vn,drug
VN-17662-14,Enterogermina,dav.gov.vn,drug
"VN-16605-13, VN-16604-13",Enterogermina,dav.gov.vn,drug
VD-17355-12,Enterogermina,dav.gov.vn,drug
VD-13678-10,Enterogermina,dav.gov.vn,drug
VN-13804-11,Estraceptin,dav.gov.vn,drug
QLSP-0737-13,Estraceptin,dav.gov.vn,drug
QLSP-0737-13,Glupain,dav.gov.vn,drug
QLSP-0737-13,Hondroxid,dav.gov.vn,drug
VN-14585-12,Panadol Extra,dav.gov.vn,drug
VN-13573-11,Dầu xoa sao vàng,dav.gov.vn,drug
VN-16529-13,Cao sao vàng,dav.gov.vn,drug
VN-16964-13,ống hít sao vàng,dav.gov.vn,drug
VN-16964-13,Sara,dav.gov.vn,drug
VN-16964-13,Sara,dav.gov.vn,drug
VN-16964-13,Thuốc trị sỏi thận Kim Tiền Thảo,dav.gov.vn,drug
VN-16964-13,Coje cảm cúm,dav.gov.vn,drug
VN-16964-13,Liverbil,dav.gov.vn,drug
VN-16964-13,Sagotifed,dav.gov.vn,drug
VN-16964-13,Legalon 70 Protect Madaus,dav.gov.vn,drug
VN-17846-14,Smecta,dav.gov.vn,drug
VN-17846-14,Smecta,dav.gov.vn,drug
VN-12889-11,Smecta,dav.gov.vn,drug
VN-19023-15,Star Sore Throat,dav.gov.vn,drug
VN-19023-15,pms-Probio,dav.gov.vn,drug
VN-19023-15,Hoàn lục vị Bổ Thận Âm,dav.gov.vn,drug
VN-19023-15,"Bisolvon Kids, Bisolvon Tablets",dav.gov.vn,drug
VN-19023-15,"Bisolvon Kids, Bisolvon Tablets",dav.gov.vn,drug
VN-19023-15,Phosphalugel,dav.gov.vn,drug
VN-19023-15,Selsun,dav.gov.vn,drug
VN-19023-15,Phosphalugel,dav.gov.vn,drug
VN-19023-15,Phosphalugel,dav.gov.vn,drug
VN-19023-15,"Bisolvon Kids, Bisolvon Tablets",dav.gov.vn,drug
VN-19023-15,Calcium corbiere,dav.gov.vn,drug
VD-21189-14,Ceelin,dav.gov.vn,drug
VD-21189-14,Ceelin,dav.gov.vn,drug
VD-21189-14,Actisoufre,dav.gov.vn,drug
"VD-21189-14, VD-21189-14",Diosmin Stada 500mg,dav.gov.vn,drug
"VD-21189-14, VD-21189-14",Aluminium Phosphat gel,dav.gov.vn,drug
"VD-21189-14, VD-21189-14",Cao xoa bóp Bạch hổ Hoạt Lạc Cao,dav.gov.vn,drug
"VD-21189-14, VD-21189-14",Extra Deep Heat,dav.gov.vn,drug
VD-21189-14,Deep Relief,dav.gov.vn,drug
VD-21189-14,Selsun,dav.gov.vn,drug
VD-21189-14,V.Rohto Cool,dav.gov.vn,drug
VD-21189-14,V.Rohto Cool,dav.gov.vn,drug
VD-21189-14,Panadol Extra (mẫu 2),dav.gov.vn,drug
VD-16582-12,Panadol Extra (mẫu 1),dav.gov.vn,drug
VN-15561-12,Gaviscon,dav.gov.vn,drug
VN-15561-12,Pharmaton,dav.gov.vn,drug
VD-19138-13,Pharmaton,dav.gov.vn,drug
VD-19138-13,Mimosa viên an thần,dav.gov.vn,drug
VD-19138-13,Mitux,dav.gov.vn,drug
VD-17515-12; VD-17516-12,Berocca Performance (mẫu 4),dav.gov.vn,drug
VD-23262-15,Berocca Performance (mẫu 3),dav.gov.vn,drug
VD-23262-15,Berocca Performance (mẫu 2),dav.gov.vn,drug
VD-22892-15,Calcium corbiere,dav.gov.vn,drug
VD-22892-15,Calcium corbiere,dav.gov.vn,drug
VD-22892-15,Calcium corbiere,dav.gov.vn,drug
VN-17995-14,Panadol cảm cúm,dav.gov.vn,drug
VD-22274-15,Andol Fort,dav.gov.vn,drug
VN-16289-13,Dogarlic - Trà xan,dav.gov.vn,drug
QLSP-0737-13,Daflon,dav.gov.vn,drug
VN-16964-13,Genshu,dav.gov.vn,drug
"VD-21189-14, VD-21189-14",Prospan cough syrup,dav.gov.vn,drug
VN-18527-14,Nautamine,dav.gov.vn,drug
VD-18846-13,Nautamine,dav.gov.vn,drug
VN-18019-14,Thuốc ho Bảo Thanh,dav.gov.vn,drug
VN-18019-14,Mucome spray,dav.gov.vn,drug
VD-22382-15,USAALLERZ 180,dav.gov.vn,drug
VD-22491-15,Salonpas,dav.gov.vn,drug
VD-22491-15,Salonpas,dav.gov.vn,drug
VD-22491-15,Salonpas,dav.gov.vn,drug
VD-20357-13,Salonpas,dav.gov.vn,drug
VD-22278-15,Otrivin,dav.gov.vn,drug
VD-19429-13,Nidal,dav.gov.vn,drug
VD-19429-13,Nautamine,dav.gov.vn,drug
VD-19429-13,Nautamine,dav.gov.vn,drug
VN-18026-14,Andol Fort,dav.gov.vn,drug
VN-18026-14,Andol Fort,dav.gov.vn,drug
VN-17995-14,Enterogermina,dav.gov.vn,drug
VD-24530-16,Pharmaton Kiddi,dav.gov.vn,drug
VD-24530-16,Pharmaton Fizzi,dav.gov.vn,drug
V706-H12-10,Pharmaton,dav.gov.vn,drug
VN-18071-14; VN-17195-13,Phosphalugel,dav.gov.vn,drug
VN-19485-15,Pharmaton,dav.gov.vn,drug
VN-13804-11,Thăng áp Nam Dược,dav.gov.vn,drug
QLSP-0737-13,Moriamin Forte (khổ A5),dav.gov.vn,drug
QLSP-0737-13,Moriamin Forte (khổ A4),dav.gov.vn,drug
VN-16964-13,Nam Dược hộ tâm đan,dav.gov.vn,drug
VN-16964-13,Thuốc ho Nam Dược,dav.gov.vn,drug
VN-16964-13,Bổ gan Nam Dược,dav.gov.vn,drug
VN-16964-13,Bổ huyết ích não,dav.gov.vn,drug
VN-16964-13,Thấp khớp Nam Dược,dav.gov.vn,drug
VN-16964-13,An Thảo,dav.gov.vn,drug
VD-16620-12,Tuzamin,dav.gov.vn,drug
VN-17846-14,Phong dan,dav.gov.vn,drug
VN-19023-15,pms-Probio,dav.gov.vn,drug
"VN-16500-13, VN-16499-13",Decolgen ND,dav.gov.vn,drug
"VN-16500-13, VN-16499-13",Decolgen Forte,dav.gov.vn,drug
VD-22382-15,VG-5,dav.gov.vn,drug
VD-22382-15,VG-5,dav.gov.vn,drug
VN-18395-14,Pharmaton Kiddi,dav.gov.vn,drug
VN-18395-14,Pharmaton Fizzi,dav.gov.vn,drug
VN-18395-14,Pharmaton,dav.gov.vn,drug
VN-15737-12,Histalong,dav.gov.vn,drug
VD-6434-08,Glupain Forte,dav.gov.vn,drug
VD-14755-11,Arcalion 200,dav.gov.vn,drug
VD-23297-15,Camisept,dav.gov.vn,drug
V705-H12-10,Gofen 400 Clearcap,dav.gov.vn,drug
VN-13804-11,Estraceptin,dav.gov.vn,drug
VD-21889-14,Thuốc ống uống Biofil,dav.gov.vn,drug
VD-19429-13,Lactacyd Feminine hygiene,dav.gov.vn,drug
VD-19429-13,Lactacyd Feminine hygiene,dav.gov.vn,drug
VD-19429-13,Lactacyd BB,dav.gov.vn,drug
VD-19429-13,Lactacyd BB,dav.gov.vn,drug
VN-12180-11,Camisept,dav.gov.vn,drug
VN-19386-15,Aliricin,dav.gov.vn,drug
VN-18157-12; VD-9905-09; VN-13688-10,Japrolox,dav.gov.vn,drug
VN-19023-15,II-yang Almagate  1.0g Suspension,dav.gov.vn,drug
"VD-21506-14, VD-21507-14",Japrolox,dav.gov.vn,drug
V277-H12-13,Smetstad,dav.gov.vn,drug
VD-23622-15,Jazxylo,dav.gov.vn,drug
VD-22310-15,Grangel (mẫu 2),dav.gov.vn,drug
VD-16477-12,Gastropulgite,dav.gov.vn,drug
VD-14100-11,Forlax,dav.gov.vn,drug
VD-21819-14,"Betadine Dry Powder Spray 2,5% (mẫu 3)",dav.gov.vn,drug
VD-21819-14,"Betadine Dry Powder Spray 2,5% (mẫu 2)",dav.gov.vn,drug
VN-14559-12,"Betadine Dry Powder Spray 2,5% (mẫu 1)",dav.gov.vn,drug
VN-14559-12,Betadine Antiseptic Solution 10% (mẫu 6),dav.gov.vn,drug
VD-24355-16,Betadine Antiseptic Solution 10% (mẫu 5),dav.gov.vn,drug
VD-20777-14,Voltaren Emulgel,dav.gov.vn,drug
VD-13678-10,Refresh Tears (mẫu 4),dav.gov.vn,drug
VD-13678-10,Refresh Tears (mẫu 3),dav.gov.vn,drug
VD-13678-10,Refresh Tears (mẫu 2),dav.gov.vn,drug
VD-13678-10,Refresh Tears (mẫu 1),dav.gov.vn,drug
VN-19485-15,Tonka (mẫu 4),dav.gov.vn,drug
VN-19485-15,Tonka (mẫu 3),dav.gov.vn,drug
VN-19485-15,Tonka (mẫu 2),dav.gov.vn,drug
VN-19485-15,Tonka (mẫu 1),dav.gov.vn,drug
VD-23301-15,Phosphalugel,dav.gov.vn,drug
VD-23301-15,Phosphalugel,dav.gov.vn,drug
VN-17577-13,Phosphalugel,dav.gov.vn,drug
VN-18157-12; VD-9905-09; VN-13688-10,Duphalac,dav.gov.vn,drug
VD-1885-13,Grangel (mẫu 1),dav.gov.vn,drug
VD-18885-13,Gastropulgite,dav.gov.vn,drug
VN-12889-11,Decolgen ND,dav.gov.vn,drug
VN-12889-11,Decolgen Forte,dav.gov.vn,drug
VN-19023-15,Decolgen ND,dav.gov.vn,drug
VN-19023-15,Decolgen Forte,dav.gov.vn,drug
VD-16582-12,Decolgen ND (mẫu 2),dav.gov.vn,drug
VD-16582-12,Decolgen Forte (mẫu 2),dav.gov.vn,drug
VD-16582-12,Decolgen ND (mẫu 1),dav.gov.vn,drug
VN-155560-12,Decolgen Forte (mẫu 1),dav.gov.vn,drug
VD-19726-13,Sirô ho Antituss Plus,dav.gov.vn,drug
VD-19726-13,Phosphalugel,dav.gov.vn,drug
VD-19429-13,Nautamine,dav.gov.vn,drug
VD-19429-13,Nautamine,dav.gov.vn,drug
VD-19429-13,Nautamine,dav.gov.vn,drug
VD-19429-13,Nautamine,dav.gov.vn,drug
VD-22832-15,Calcium corbiere (mẫu 2),dav.gov.vn,drug
VD-22832-15,Calcium corbiere (mẫu 2),dav.gov.vn,drug
V1525-H12-10,Calcium corbiere (mẫu 2),dav.gov.vn,drug
V786-H12-10,Calcium corbiere (mẫu 2),dav.gov.vn,drug
V725-H12-10,Calcium corbiere (mẫu 1),dav.gov.vn,drug
"QLSP-840-15,  QLSP-841-15",Calcium corbiere (mẫu 1),dav.gov.vn,drug
VD-20357-13,Calcium corbiere (mẫu 1),dav.gov.vn,drug
VD-22646-15,Calcium corbiere (mẫu 1),dav.gov.vn,drug
VD-25452-16,Calcium corbiere,dav.gov.vn,drug
VD-21573-14,Thuốc hỗ trợ cắt cơn cai nghiện ma túy Bông Sen,dav.gov.vn,drug
VN-19023-15,II-yang Almagate  1.0g Suspension,dav.gov.vn,drug
VD-19726-13,Phosphalugel,dav.gov.vn,drug
VD-21889-14,Phụ Huyết Khang,dav.gov.vn,drug
VD-16477-12,Genshu,dav.gov.vn,drug
VD-21569-14,Decolgen Forte,dav.gov.vn,drug
VD-22646-15,Grangel,dav.gov.vn,drug
VN-17985-14,"Motilium, Motilium-M",dav.gov.vn,drug
VN-18391-14,Decolgen ND,dav.gov.vn,drug
VN-19391-15,Cao xoa bóp Bạch Hổ Hoạt Lạc cao,dav.gov.vn,drug
VD-24576-16,Enterogermina,dav.gov.vn,drug
"VD-20376-13, VD-23979-15",Enterogermina,dav.gov.vn,drug
VD-23992-15,Enterogermina,dav.gov.vn,drug
VD-23992-15,Enterogermina,dav.gov.vn,drug
VD-12458-10,Enterogermina,dav.gov.vn,drug
VD-16477-12,Golistin-enema/Golistin-enema for children,dav.gov.vn,drug
V268-H12-13,Thuốc trị sỏi thận Kim tiền thảo,dav.gov.vn,drug
VN-16289-13,PM NextG Cal,dav.gov.vn,drug
QLSP-0737-13,Daflon,dav.gov.vn,drug
VN-16964-13,Thalapas,dav.gov.vn,drug
VN-16964-13,Thalapas,dav.gov.vn,drug
VN-13850-11,Thalapas,dav.gov.vn,drug
VD-19911-13,Systane Ultra,dav.gov.vn,drug
VD-19429-13,NIDAL-FLEX 50,dav.gov.vn,drug
VD-19429-13,Nidal,dav.gov.vn,drug
VD-19429-13,Nidal,dav.gov.vn,drug
VD-19429-13,Il-yang Almagate,dav.gov.vn,drug
VD-19429-13,Il-yang Almagate,dav.gov.vn,drug
VN-18391-14,Daflon,dav.gov.vn,drug
VN-18391-14,Daflon,dav.gov.vn,drug
VN-18390-14,Daflon,dav.gov.vn,drug
VD-19811-13,Calcium corbiere,dav.gov.vn,drug
VD-23613-15,Calcium corbiere,dav.gov.vn,drug
VN-15518-12,Calcium corbiere,dav.gov.vn,drug
VD-22892-15,Calcium corbiere,dav.gov.vn,drug
VD-22892-15,Calcium corbiere,dav.gov.vn,drug
VD-22892-15,Calcium corbiere,dav.gov.vn,drug
VD-16636-12,Calcium MKP 500 Effervescent,dav.gov.vn,drug
VD-21573-14,Thuốc ho Bảo Thanh,dav.gov.vn,drug
V1602-H12-10,Tezkin (Thuốc xịt),dav.gov.vn,drug
V1254-H12-10,Tezkin (Kem bôi),dav.gov.vn,drug
VD-20357-13,Refresh Tears (mẫu 4),dav.gov.vn,drug
VD-20357-13,Refresh Tears (mẫu 3),dav.gov.vn,drug
VD-20629-14,Refresh Tears (mẫu 2),dav.gov.vn,drug
VD-24203-16,Refresh Tears (mẫu 1),dav.gov.vn,drug
VN-18395-14,Otrivin,dav.gov.vn,drug
VN-18395,Otrivin,dav.gov.vn,drug
VD-19429-13,Nozeytin,dav.gov.vn,drug
VN-19506-15,Ceelin,dav.gov.vn,drug
VD-23962-15,Betadine Cream 5% (mẫu 4),dav.gov.vn,drug
VN-18026-14,Ambroco syrup,dav.gov.vn,drug
VN-18026-14,Ambroco syrup,dav.gov.vn,drug
VD-23274-15,PM Procare Diamond,dav.gov.vn,drug
VD-21888-14,PM Procare,dav.gov.vn,drug
VN-18827-15,Nidal,dav.gov.vn,drug
VD-18846-13,Japrolox,dav.gov.vn,drug
VD-14755-11,Fugacar,dav.gov.vn,drug
VD-20151-13,Gofen 400 Clearcap,dav.gov.vn,drug
VN-17873-14,Aliricin,dav.gov.vn,drug
VN-16529-13,Andol Fort,dav.gov.vn,drug
VN-16964-13,Andol Fort,dav.gov.vn,drug
VN-18021-14,Nidal,dav.gov.vn,drug
QLSP-0728-13,Thuốc ho Bảo Thanh,dav.gov.vn,drug
VD-19429-13,Nidal,dav.gov.vn,drug
VD-19429-13,Nidal,dav.gov.vn,drug
VN-17535-13,Phosphalugel,dav.gov.vn,drug
VN-17535-13,Phosphalugel,dav.gov.vn,drug
V268-H12-13,Panadol Extra,dav.gov.vn,drug
VD-23191-15,Hoạt huyết Nhất Nhất,dav.gov.vn,drug
VD-18157-12,Andol Fort,dav.gov.vn,drug
VD-24640-16,Hoạt huyết dưỡng não-HD,dav.gov.vn,drug
QLSP-0737-13,Daflon,dav.gov.vn,drug
VD-21189-14,Enat 400,dav.gov.vn,drug
VN-16801-13,Magne B6 Corbiere,dav.gov.vn,drug
VN-16801-13,Magne B6 Corbiere,dav.gov.vn,drug
VN-16801-13,Magne B6 Corbiere,dav.gov.vn,drug
VN-16801-13,Magne B6 Corbiere,dav.gov.vn,drug
VN-16801-13,Magne B6 Corbiere,dav.gov.vn,drug
VD-22658-15,Magne B6 Corbiere,dav.gov.vn,drug
VN-10352-10,Kim tiền thảo,dav.gov.vn,drug
VN-10352-10,Hoạt huyết dưỡng não - HD,dav.gov.vn,drug
VN-17085-13,Diệp hạ châu,dav.gov.vn,drug
QLSP-0728-13,Đại tràng - HD,dav.gov.vn,drug
QLSP-0728-13,Otrivin,dav.gov.vn,drug
VD-21573-14,Thuốc ho Bảo Thanh,dav.gov.vn,drug
VD-24676-16,Tadimax,dav.gov.vn,drug
VD-20847-14,Tadimax,dav.gov.vn,drug
VN-19976-16; VN-19977-16,Airflusal Forspiro,dav.gov.vn,drug
QLSP-926-16,Mircera,dav.gov.vn,drug
"VD-25719-16, VD-25720-16","Doripenem 0,25g; 0,5g",dav.gov.vn,drug
QLSP-0755-13,Herceptin,dav.gov.vn,drug
QLSP-0755-13,Herceptin,dav.gov.vn,drug
"VD-24803-16, VD-25726-16, VD-25727-16",Netilmicin 150mg/3ml; 100mg/2ml; 300mg/3ml,dav.gov.vn,drug
QLSP-0793-14,NovoMix 30 Flexpen,dav.gov.vn,drug
QLSP-0499-12,Levemir Flexpen,dav.gov.vn,drug
QLĐB-560-16,Entecavir Stada 0.5mg,dav.gov.vn,drug
VN-16852-13,Lucentis,dav.gov.vn,drug
VN-16852-13,Lucentis,dav.gov.vn,drug
VN-15149-12,Exomuc,dav.gov.vn,drug
VN-18040-14,Femara,dav.gov.vn,drug
VD-22001-14,Moxieye,dav.gov.vn,drug
VN-15990-12,Zedcal,dav.gov.vn,drug
VN-15273-12,Osteomed,dav.gov.vn,drug
VN-16328-13,Colicare,dav.gov.vn,drug
VD-22646-15,Andol Fort,dav.gov.vn,drug
VD-13678-10,Enterogermina,dav.gov.vn,drug
VN-17577-13,Revmaton,dav.gov.vn,drug
VN-17577-13,Cholestin,dav.gov.vn,drug
VN-17577-13,Bài Thạch,dav.gov.vn,drug
VD-24640-16,Đại tràng-HD,dav.gov.vn,drug
VD-23617-15; VD-23618-15,Decolgel ND,dav.gov.vn,drug
VD-23617-15,Decolgel Forte,dav.gov.vn,drug
VD-20568-14,Nautamine,dav.gov.vn,drug
VD-20568-14,Nautamine,dav.gov.vn,drug
VD-22658-15,Kim tiền thảo,dav.gov.vn,drug
VN-17085-13,Diệp hạ châu,dav.gov.vn,drug
VN-17085-13,Diệp hạ châu,dav.gov.vn,drug
QLSP-0728-13,Đại tràng - HD,dav.gov.vn,drug
VN-12829-11,Enterogermina (mẫu 2),dav.gov.vn,drug
VN-12829-11,Enterogermina (mẫu 1),dav.gov.vn,drug
VN-12180-11,Calmilk Corbiere,dav.gov.vn,drug
VN-12180-11,Calmilk Corbiere,dav.gov.vn,drug
VN-12180-11,Calmilk Corbiere,dav.gov.vn,drug
VD-22381-15,Calmilk Corbiere,dav.gov.vn,drug
VD-22832-15,Calmilk Corbiere,dav.gov.vn,drug
VD-25452-16,Calcium corbiere,dav.gov.vn,drug
VD-25452-16,Calcium corbiere,dav.gov.vn,drug
VD-22504-15,Bisolvon tablets,dav.gov.vn,drug
VD-18522-13,Bisolvon kids,dav.gov.vn,drug
VN-18026-14,Andol Fort,dav.gov.vn,drug
VD-18156-12,Acemuc,dav.gov.vn,drug
VD-18156-12,Acemuc,dav.gov.vn,drug
VN-16964-13,Thuốc ho trẻ em OPC,dav.gov.vn,drug
